,negative,neutral,positive,total
hone,0.0,1.0,2.0,3.0
honest,32.0,11.0,1.0,44.0
hong,4.0,1.0,0.0,5.0
honor,6.0,2.0,0.0,8.0
hoof,1.0,0.0,0.0,1.0
hook,3.0,0.0,0.0,3.0
hoot,5.0,0.0,0.0,5.0
hop,2.0,0.0,0.0,2.0
hope,28.0,5.0,4.0,37.0
hopeless,6.0,1.0,2.0,9.0
hopkin,0.0,0.0,1.0,1.0
hormon,1.0,0.0,0.0,1.0
horn,1.0,0.0,0.0,1.0
hornbi,0.0,1.0,0.0,1.0
horner,0.0,0.0,1.0,1.0
horrend,2.0,0.0,0.0,2.0
horribl,15.0,2.0,1.0,18.0
horrid,1.0,1.0,0.0,2.0
horrif,1.0,1.0,0.0,2.0
horrifi,9.0,2.0,0.0,11.0
horror,4.0,1.0,0.0,5.0
hors,1.0,0.0,0.0,1.0
hose,0.0,1.0,0.0,1.0
host,0.0,1.0,0.0,1.0
hostil,1.0,0.0,0.0,1.0
hot,17.0,3.0,2.0,22.0
hotdog,0.0,0.0,1.0,1.0
hotter,1.0,0.0,0.0,1.0
hottest,1.0,0.0,0.0,1.0
housekeep,0.0,0.0,1.0,1.0
howard,3.0,2.0,0.0,5.0
howev,21.0,6.0,3.0,30.0
howl,2.0,1.0,0.0,3.0
howler,1.0,0.0,0.0,1.0
hubert,2.0,0.0,0.0,2.0
hubrist,1.0,0.0,0.0,1.0
huge,26.0,2.0,1.0,29.0
hugh,5.0,1.0,0.0,6.0
hum,1.0,0.0,0.0,1.0
human,78.0,21.0,11.0,110.0
humanist,3.0,0.0,0.0,3.0
humanitarian,0.0,1.0,0.0,1.0
humbl,3.0,1.0,0.0,4.0
humdrum,2.0,0.0,0.0,2.0
humili,1.0,0.0,0.0,1.0
humor,15.0,3.0,1.0,19.0
humorless,0.0,2.0,1.0,3.0
humour,1.0,1.0,0.0,2.0
hundr,1.0,0.0,0.0,1.0
hungri,3.0,1.0,2.0,6.0
hunt,1.0,0.0,1.0,2.0
hunter,1.0,0.0,0.0,1.0
huppert,1.0,1.0,1.0,3.0
hurley,0.0,1.0,0.0,1.0
hurri,2.0,0.0,0.0,2.0
hurt,5.0,0.0,2.0,7.0
hush,1.0,0.0,0.0,1.0
hustl,1.0,0.0,0.0,1.0
huston,1.0,0.0,0.0,1.0
hybrid,1.0,1.0,0.0,2.0
hype,2.0,0.0,1.0,3.0
hyper,3.0,1.0,1.0,5.0
hyperbol,1.0,1.0,1.0,3.0
hyphen,1.0,0.0,0.0,1.0
hypnot,8.0,2.0,0.0,10.0
hypocrit,2.0,0.0,0.0,2.0
hyster,0.0,1.0,0.0,1.0
ian,3.0,1.0,0.0,4.0
iben,1.0,0.0,0.0,1.0
ice,2.0,0.0,1.0,3.0
ichi,2.0,0.0,0.0,2.0
icili,1.0,0.0,0.0,1.0
icki,1.0,0.0,0.0,1.0
icon,1.0,1.0,0.0,2.0
iconoclast,3.0,0.0,0.0,3.0
idea,1.0,0.0,0.0,1.0
ideal,5.0,0.0,0.0,5.0
idealist,2.0,2.0,0.0,4.0
ideolog,1.0,1.0,0.0,2.0
idioci,0.0,1.0,0.0,1.0
idiosyncrat,5.0,1.0,0.0,6.0
idiot,5.0,1.0,1.0,7.0
idl,1.0,0.0,0.0,1.0
idol,0.0,0.0,1.0,1.0
idoosyncrat,0.0,1.0,0.0,1.0
igbi,1.0,0.0,0.0,1.0
igloo,0.0,0.0,1.0,1.0
ignit,2.0,2.0,0.0,4.0
ignor,12.0,3.0,0.0,15.0
ii,8.0,0.0,1.0,9.0
iii,2.0,0.0,0.0,2.0
ikea,0.0,1.0,0.0,1.0
ill,5.0,3.0,1.0,9.0
illeg,0.0,0.0,1.0,1.0
illog,2.0,0.0,0.0,2.0
illumin,6.0,3.0,1.0,10.0
illus,1.0,0.0,0.0,1.0
illustr,9.0,0.0,0.0,9.0
imageri,1.0,0.0,0.0,1.0
imagin,40.0,13.0,8.0,61.0
imaginari,1.0,0.0,0.0,1.0
imamura,1.0,0.0,0.0,1.0
imax,7.0,3.0,0.0,10.0
imaxi,1.0,0.0,0.0,1.0
imbecil,1.0,0.0,0.0,1.0
imbu,3.0,0.0,0.0,3.0
imit,3.0,0.0,0.0,3.0
immacul,2.0,1.0,0.0,3.0
immatur,2.0,0.0,0.0,2.0
immedi,9.0,1.0,0.0,10.0
immens,5.0,2.0,0.0,7.0
immers,4.0,0.0,2.0,6.0
immigr,2.0,0.0,0.0,2.0
immin,0.0,0.0,1.0,1.0
immun,1.0,0.0,0.0,1.0
impact,1.0,0.0,0.0,1.0
impair,1.0,0.0,0.0,1.0
impart,4.0,0.0,1.0,5.0
impass,1.0,0.0,0.0,1.0
impati,1.0,1.0,0.0,2.0
impecc,7.0,2.0,1.0,10.0
impenetr,4.0,1.0,0.0,5.0
imperfect,1.0,1.0,0.0,2.0
imperi,1.0,0.0,0.0,1.0
imperson,3.0,2.0,0.0,5.0
impervi,1.0,0.0,0.0,1.0
impish,1.0,0.0,1.0,2.0
implaus,4.0,3.0,1.0,8.0
impli,4.0,2.0,1.0,7.0
implicit,1.0,2.0,0.0,3.0
implod,0.0,0.0,1.0,1.0
implos,1.0,0.0,0.0,1.0
imponder,1.0,0.0,0.0,1.0
import,24.0,9.0,6.0,39.0
impos,1.0,0.0,0.0,1.0
imposs,33.0,13.0,1.0,47.0
impost,1.0,0.0,0.0,1.0
impress,32.0,10.0,3.0,45.0
impression,1.0,0.0,0.0,1.0
impressionist,1.0,0.0,0.0,1.0
improb,7.0,1.0,0.0,8.0
improp,1.0,0.0,0.0,1.0
improv,10.0,1.0,2.0,13.0
improvis,5.0,1.0,2.0,8.0
impuls,3.0,0.0,0.0,3.0
inact,1.0,0.0,0.0,1.0
inadequ,2.0,1.0,0.0,3.0
inadvert,3.0,1.0,0.0,4.0
inan,4.0,1.0,0.0,5.0
inappropri,2.0,0.0,0.0,2.0
inarticul,0.0,0.0,1.0,1.0
inauspici,1.0,0.0,0.0,1.0
inauthent,2.0,0.0,0.0,2.0
inc,2.0,0.0,0.0,2.0
incandesc,0.0,1.0,0.0,1.0
incap,1.0,1.0,0.0,2.0
incarn,0.0,1.0,1.0,2.0
incendiari,0.0,2.0,1.0,3.0
incess,3.0,0.0,1.0,4.0
inch,0.0,1.0,0.0,1.0
incis,5.0,1.0,1.0,7.0
includ,21.0,3.0,6.0,30.0
inclus,1.0,0.0,0.0,1.0
incoher,6.0,2.0,0.0,8.0
incompet,3.0,0.0,0.0,3.0
incomplet,0.0,0.0,1.0,1.0
incomprehens,5.0,0.0,0.0,5.0
inconceiv,1.0,0.0,0.0,1.0
inconclus,1.0,1.0,0.0,2.0
incongru,3.0,0.0,0.0,3.0
inconsequenti,6.0,2.0,0.0,8.0
inconsist,2.0,0.0,1.0,3.0
incorpor,4.0,0.0,0.0,4.0
increas,11.0,4.0,2.0,17.0
incred,15.0,5.0,0.0,20.0
incur,1.0,0.0,0.0,1.0
incuri,0.0,1.0,0.0,1.0
inde,14.0,8.0,2.0,24.0
indec,2.0,0.0,0.0,2.0
indecipher,2.0,0.0,0.0,2.0
indefinit,1.0,0.0,0.0,1.0
indel,1.0,0.0,1.0,2.0
independ,6.0,3.0,1.0,10.0
indescrib,1.0,0.0,0.0,1.0
indi,5.0,1.0,0.0,6.0
india,1.0,0.0,0.0,1.0
indian,10.0,0.0,1.0,11.0
indiana,0.0,0.0,1.0,1.0
indic,2.0,2.0,2.0,6.0
indict,1.0,0.0,0.0,1.0
indiffer,2.0,1.0,1.0,4.0
indigen,1.0,0.0,0.0,1.0
indigest,0.0,1.0,0.0,1.0
indign,2.0,0.0,0.0,2.0
indispens,1.0,0.0,0.0,1.0
indistinct,1.0,1.0,0.0,2.0
individu,3.0,2.0,0.0,5.0
indoctrin,1.0,0.0,0.0,1.0
indomit,0.0,1.0,0.0,1.0
indoor,1.0,0.0,0.0,1.0
induc,7.0,3.0,3.0,13.0
indulg,10.0,5.0,0.0,15.0
industri,1.0,0.0,1.0,2.0
ineff,1.0,0.0,0.0,1.0
ineffect,1.0,0.0,0.0,1.0
ineffectu,0.0,1.0,0.0,1.0
ineleg,1.0,0.0,0.0,1.0
inept,8.0,0.0,3.0,11.0
inert,3.0,1.0,0.0,4.0
inescap,5.0,0.0,0.0,5.0
inestim,1.0,0.0,0.0,1.0
inevit,9.0,2.0,1.0,12.0
inexcus,1.0,0.0,0.0,1.0
inexor,1.0,2.0,1.0,4.0
inexperienc,3.0,0.0,0.0,3.0
inexplic,10.0,1.0,0.0,11.0
inexpress,2.0,0.0,0.0,2.0
inextric,0.0,1.0,0.0,1.0
infami,1.0,0.0,0.0,1.0
infantil,2.0,0.0,1.0,3.0
infatu,1.0,1.0,0.0,2.0
infect,0.0,1.0,0.0,1.0
infecti,4.0,2.0,2.0,8.0
inferior,1.0,1.0,0.0,2.0
infest,1.0,0.0,0.0,1.0
infiltr,1.0,0.0,0.0,1.0
infinit,4.0,0.0,0.0,4.0
inflammatori,1.0,0.0,0.0,1.0
inflat,1.0,2.0,0.0,3.0
inflict,1.0,1.0,0.0,2.0
influenc,5.0,0.0,0.0,5.0
influenti,1.0,0.0,0.0,1.0
infomerci,2.0,1.0,0.0,3.0
inform,7.0,1.0,1.0,9.0
infrequ,1.0,1.0,0.0,2.0
infuri,3.0,3.0,0.0,6.0
infus,7.0,1.0,0.0,8.0
ing,1.0,0.0,0.0,1.0
ingeni,7.0,3.0,1.0,11.0
ingest,1.0,0.0,0.0,1.0
ingrati,2.0,1.0,0.0,3.0
inhabit,5.0,3.0,0.0,8.0
inhal,2.0,0.0,0.0,2.0
inher,5.0,3.0,1.0,9.0
inhuman,2.0,0.0,0.0,2.0
inimit,2.0,1.0,0.0,3.0
initi,6.0,2.0,0.0,8.0
inject,5.0,1.0,0.0,6.0
injur,0.0,1.0,0.0,1.0
inner,9.0,3.0,1.0,13.0
innoc,6.0,1.0,0.0,7.0
innocu,3.0,1.0,1.0,5.0
innov,3.0,0.0,1.0,4.0
innumer,1.0,0.0,0.0,1.0
inoffens,8.0,1.0,2.0,11.0
inquisit,4.0,0.0,0.0,4.0
insan,7.0,0.0,0.0,7.0
insati,1.0,0.0,0.0,1.0
inscrut,0.0,1.0,0.0,1.0
insecur,2.0,1.0,0.0,3.0
insensit,0.0,0.0,1.0,1.0
insepar,1.0,0.0,0.0,1.0
insid,5.0,0.0,0.0,5.0
insight,23.0,3.0,2.0,28.0
insignific,1.0,0.0,0.0,1.0
insinu,1.0,0.0,0.0,1.0
insipid,4.0,0.0,1.0,5.0
insist,5.0,2.0,0.0,7.0
inspir,44.0,8.0,9.0,61.0
instant,7.0,3.0,0.0,10.0
instead,50.0,13.0,8.0,71.0
instil,1.0,0.0,1.0,2.0
instinct,0.0,1.0,0.0,1.0
institution,1.0,0.0,0.0,1.0
instruct,2.0,0.0,1.0,3.0
insubstanti,1.0,0.0,0.0,1.0
insuffer,4.0,0.0,1.0,5.0
insuffici,1.0,1.0,0.0,2.0
insular,1.0,0.0,0.0,1.0
insult,9.0,2.0,0.0,11.0
intact,3.0,1.0,0.0,4.0
intacto,1.0,0.0,0.0,1.0
integr,4.0,1.0,0.0,5.0
intellectu,13.0,3.0,2.0,18.0
intellig,28.0,11.0,8.0,47.0
intend,15.0,5.0,0.0,20.0
intens,18.0,3.0,2.0,23.0
intensifi,0.0,0.0,1.0,1.0
intent,12.0,7.0,0.0,19.0
inter,1.0,0.0,0.0,1.0
interact,1.0,1.0,0.0,2.0
interchang,1.0,0.0,0.0,1.0
intercut,1.0,0.0,0.0,1.0
interest,100.0,27.0,15.0,142.0
interf,1.0,0.0,0.0,1.0
interfaith,1.0,0.0,0.0,1.0
intergalact,1.0,0.0,0.0,1.0
interior,1.0,0.0,0.0,1.0
interlock,1.0,0.0,0.0,1.0
intermediari,1.0,0.0,0.0,1.0
intermin,3.0,0.0,1.0,4.0
intermitt,7.0,2.0,1.0,10.0
intern,8.0,1.0,0.0,9.0
interperson,2.0,0.0,0.0,2.0
interpret,2.0,0.0,0.0,2.0
interrupt,1.0,1.0,0.0,2.0
intersect,1.0,0.0,0.0,1.0
interspl,0.0,1.0,0.0,1.0
interstiti,0.0,1.0,0.0,1.0
intertwin,0.0,2.0,0.0,2.0
interweav,1.0,0.0,0.0,1.0
interwoven,0.0,1.0,0.0,1.0
intim,10.0,0.0,1.0,11.0
intimid,1.0,1.0,1.0,3.0
intoler,3.0,0.0,0.0,3.0
intox,5.0,0.0,1.0,6.0
intract,1.0,0.0,0.0,1.0
intrepid,1.0,1.0,0.0,2.0
intric,8.0,3.0,0.0,11.0
intrigu,26.0,8.0,6.0,40.0
intrins,0.0,0.0,1.0,1.0
intro,1.0,0.0,0.0,1.0
introduc,5.0,3.0,1.0,9.0
introspect,3.0,0.0,0.0,3.0
introvert,1.0,0.0,0.0,1.0
intrus,1.0,0.0,0.0,1.0
intuit,0.0,1.0,0.0,1.0
invad,0.0,1.0,0.0,1.0
invalu,4.0,1.0,0.0,5.0
invari,0.0,1.0,0.0,1.0
invent,20.0,5.0,3.0,28.0
invest,3.0,4.0,0.0,7.0
investig,2.0,1.0,0.0,3.0
invigor,2.0,3.0,0.0,5.0
invinc,4.0,2.0,0.0,6.0
invis,1.0,2.0,0.0,3.0
invit,6.0,5.0,0.0,11.0
invok,1.0,0.0,0.0,1.0
involv,36.0,13.0,5.0,54.0
invulner,1.0,0.0,0.0,1.0
iota,1.0,0.0,0.0,1.0
iq,1.0,0.0,0.0,1.0
iran,1.0,0.0,0.0,1.0
iranian,10.0,3.0,1.0,14.0
iraqi,1.0,0.0,0.0,1.0
irish,6.0,3.0,1.0,10.0
irk,1.0,0.0,0.0,1.0
irksom,2.0,0.0,0.0,2.0
iron,11.0,1.0,1.0,13.0
ironi,1.0,0.0,0.0,1.0
irrat,2.0,0.0,0.0,2.0
irreconcil,1.0,0.0,0.0,1.0
irredeem,1.0,0.0,0.0,1.0
irrelev,3.0,0.0,0.0,3.0
irrepar,2.0,0.0,0.0,2.0
irrepress,2.0,0.0,0.0,2.0
irresist,7.0,2.0,0.0,9.0
irrespons,3.0,0.0,1.0,4.0
irrever,0.0,1.0,0.0,1.0
irrevers,1.0,0.0,0.0,1.0
irrevoc,1.0,2.0,0.0,3.0
irrig,1.0,0.0,0.0,1.0
irrit,12.0,3.0,3.0,18.0
irvin,1.0,0.0,0.0,1.0
is,2565.0,666.0,329.0,3560.0
isabell,1.0,0.0,0.0,1.0
ish,2.0,1.0,0.0,3.0
ismail,1.0,0.0,0.0,1.0
isol,1.0,0.0,0.0,1.0
isra,4.0,1.0,0.0,5.0
issu,0.0,1.0,0.0,1.0
itali,1.0,0.0,0.0,1.0
italian,11.0,4.0,1.0,16.0
italic,2.0,0.0,0.0,2.0
itch,0.0,1.0,1.0,2.0
itiner,1.0,0.0,0.0,1.0
ivan,3.0,0.0,0.0,3.0
ivi,1.0,0.0,0.0,1.0
iwai,2.0,0.0,0.0,2.0
ize,1.0,0.0,0.0,1.0
jack,1.0,1.0,0.0,2.0
jacki,2.0,0.0,0.0,2.0
jacobi,1.0,0.0,0.0,1.0
jade,3.0,1.0,0.0,4.0
jag,2.0,0.0,0.0,2.0
jagger,1.0,0.0,0.0,1.0
jaglom,1.0,0.0,0.0,1.0
jakob,0.0,1.0,0.0,1.0
jam,1.0,0.0,0.0,1.0
janszen,1.0,0.0,0.0,1.0
januari,1.0,0.0,1.0,2.0
japanes,12.0,3.0,5.0,20.0
jar,2.0,1.0,0.0,3.0
jason,2.0,0.0,0.0,2.0
jaundic,0.0,1.0,0.0,1.0
jay,1.0,0.0,0.0,1.0
jazz,0.0,1.0,0.0,1.0
jazzi,2.0,0.0,0.0,2.0
jealous,1.0,1.0,0.0,2.0
jealousi,1.0,1.0,0.0,2.0
jean,3.0,2.0,2.0,7.0
jeffrey,1.0,0.0,1.0,2.0
jell,3.0,0.0,0.0,3.0
jelli,1.0,0.0,0.0,1.0
jeopardi,1.0,0.0,0.0,1.0
jerk,1.0,0.0,1.0,2.0
jerki,0.0,0.0,1.0,1.0
jersey,0.0,1.0,0.0,1.0
jess,1.0,0.0,1.0,2.0
jesus,0.0,1.0,0.0,1.0
jet,1.0,0.0,0.0,1.0
jettison,2.0,0.0,0.0,2.0
jewel,0.0,1.0,0.0,1.0
jewish,5.0,2.0,0.0,7.0
jez,1.0,1.0,0.0,2.0
jia,1.0,0.0,1.0,2.0
jie,0.0,1.0,0.0,1.0
jim,1.0,0.0,0.0,1.0
jimmi,1.0,0.0,0.0,1.0
jingl,0.0,0.0,1.0,1.0
jive,2.0,0.0,0.0,2.0
joe,2.0,0.0,0.0,2.0
joel,1.0,0.0,0.0,1.0
john,6.0,3.0,1.0,10.0
johnni,0.0,0.0,1.0,1.0
join,4.0,0.0,1.0,5.0
joint,2.0,0.0,0.0,2.0
joke,1.0,1.0,0.0,2.0
jokey,1.0,0.0,0.0,1.0
jolli,2.0,1.0,1.0,4.0
jolt,5.0,0.0,1.0,6.0
jonah,1.0,0.0,0.0,1.0
jordan,2.0,0.0,0.0,2.0
jose,0.0,0.0,1.0,1.0
josh,1.0,0.0,0.0,1.0
jostl,1.0,0.0,0.0,1.0
journalist,2.0,0.0,0.0,2.0
journey,0.0,0.0,1.0,1.0
jovial,1.0,1.0,0.0,2.0
joy,4.0,2.0,1.0,7.0
joyless,3.0,1.0,0.0,4.0
joyous,9.0,0.0,0.0,9.0
juan,1.0,0.0,0.0,1.0
judd,1.0,0.0,0.0,1.0
judg,2.0,0.0,0.0,2.0
judici,1.0,0.0,0.0,1.0
juic,1.0,0.0,0.0,1.0
juiceless,1.0,0.0,0.0,1.0
juli,1.0,0.0,0.0,1.0
juliet,2.0,0.0,0.0,2.0
jumbl,3.0,0.0,0.0,3.0
jumbo,3.0,0.0,0.0,3.0
jump,3.0,2.0,1.0,6.0
junior,3.0,1.0,0.0,4.0
junki,1.0,0.0,0.0,1.0
just,294.0,100.0,46.0,440.0
justic,2.0,0.0,0.0,2.0
justifi,11.0,0.0,2.0,13.0
juvenil,3.0,0.0,1.0,4.0
juxtapos,0.0,1.0,0.0,1.0
kahlo,3.0,1.0,0.0,4.0
kahn,1.0,0.0,0.0,1.0
kalesniko,1.0,0.0,0.0,1.0
kang,1.0,0.0,0.0,1.0
kangaroo,1.0,0.0,0.0,1.0
kapur,5.0,1.0,0.0,6.0
karen,1.0,0.0,0.0,1.0
karim,1.0,0.0,0.0,1.0
karmen,1.0,0.0,0.0,1.0
kate,0.0,1.0,0.0,1.0
katherin,1.0,0.0,0.0,1.0
kathi,1.0,0.0,0.0,1.0
kathryn,0.0,1.0,0.0,1.0
katz,1.0,0.0,0.0,1.0
kaufman,3.0,3.0,0.0,6.0
kazan,1.0,0.0,0.0,1.0
keel,1.0,0.0,0.0,1.0
keen,3.0,3.0,0.0,6.0
keenest,1.0,0.0,0.0,1.0
keep,88.0,23.0,13.0,124.0
ken,1.0,0.0,0.0,1.0
kennedi,1.0,0.0,0.0,1.0
kenneth,1.0,1.0,0.0,2.0
kept,3.0,2.0,0.0,5.0
kerrigan,1.0,0.0,0.0,1.0
kevin,8.0,2.0,0.0,10.0
key,14.0,3.0,1.0,18.0
kiarostami,0.0,0.0,1.0,1.0
kick,7.0,3.0,1.0,11.0
kickass,0.0,1.0,0.0,1.0
kid,0.0,1.0,0.0,1.0
kiddi,0.0,1.0,1.0,2.0
kidman,1.0,0.0,0.0,1.0
kidnap,1.0,0.0,1.0,2.0
kieslowski,1.0,1.0,1.0,3.0
kill,20.0,3.0,2.0,25.0
killer,2.0,0.0,1.0,3.0
kilmer,2.0,0.0,1.0,3.0
kilt,2.0,0.0,0.0,2.0
kim,1.0,0.0,0.0,1.0
kinda,3.0,0.0,1.0,4.0
kindr,1.0,0.0,0.0,1.0
kinet,3.0,0.0,0.0,3.0
king,5.0,1.0,0.0,6.0
kinki,1.0,1.0,0.0,2.0
kinnear,3.0,2.0,0.0,5.0
kirkegaard,1.0,0.0,0.0,1.0
kirsten,1.0,0.0,0.0,1.0
kiss,7.0,4.0,0.0,11.0
kissing,2.0,0.0,1.0,3.0
kitchen,1.0,0.0,0.0,1.0
kitten,1.0,0.0,0.0,1.0
kittenish,1.0,0.0,0.0,1.0
kjell,1.0,0.0,0.0,1.0
kline,2.0,0.0,0.0,2.0
kmart,0.0,0.0,1.0,1.0
knack,0.0,0.0,1.0,1.0
knee,0.0,1.0,0.0,1.0
knew,7.0,1.0,1.0,9.0
knock,5.0,1.0,0.0,6.0
knockaround,1.0,0.0,0.0,1.0
knockout,1.0,0.0,0.0,1.0
knot,1.0,0.0,1.0,2.0
know,83.0,27.0,16.0,126.0
knowledg,1.0,0.0,0.0,1.0
known,8.0,5.0,0.0,13.0
knuckl,1.0,0.0,0.0,1.0
kok,1.0,0.0,0.0,1.0
kong,4.0,0.0,0.0,4.0
korea,3.0,0.0,0.0,3.0
korean,5.0,3.0,0.0,8.0
kosashvili,2.0,0.0,0.0,2.0
kosminski,2.0,0.0,0.0,2.0
kouyat,1.0,0.0,0.0,1.0
koyaanisqatsi,0.0,1.0,0.0,1.0
krawczyk,1.0,0.0,0.0,1.0
kubrick,1.0,0.0,0.0,1.0
kumbl,2.0,0.0,0.0,2.0
kung,1.0,1.0,0.0,2.0
kura,0.0,0.0,1.0,1.0
kurdish,0.0,1.0,0.0,1.0
kuri,1.0,0.0,0.0,1.0
kurt,1.0,0.0,0.0,1.0
kvetch,0.0,1.0,0.0,1.0
la,0.0,1.0,0.0,1.0
label,1.0,0.0,1.0,2.0
labor,7.0,0.0,0.0,7.0
labori,2.0,0.0,0.0,2.0
labour,2.0,0.0,0.0,2.0
labut,2.0,0.0,1.0,3.0
labyrinthin,1.0,0.0,0.0,1.0
lace,2.0,0.0,1.0,3.0
lacer,0.0,1.0,0.0,1.0
lacey,1.0,0.0,0.0,1.0
lack,65.0,13.0,9.0,87.0
lackadais,1.0,1.0,0.0,2.0
lacklust,7.0,1.0,1.0,9.0
lacon,2.0,0.0,0.0,2.0
laddish,1.0,0.0,0.0,1.0
laden,2.0,0.0,1.0,3.0
ladi,1.0,0.0,0.0,1.0
lag,2.0,0.0,0.0,2.0
lagaan,2.0,0.0,0.0,2.0
laggard,1.0,0.0,0.0,1.0
laid,4.0,0.0,0.0,4.0
lame,11.0,4.0,2.0,17.0
lament,1.0,0.0,0.0,1.0
lampoon,1.0,0.0,0.0,1.0
lan,1.0,0.0,0.0,1.0
land,4.0,0.0,0.0,4.0
landmark,0.0,1.0,0.0,1.0
lane,0.0,0.0,1.0,1.0
languid,1.0,0.0,0.0,1.0
languish,1.0,0.0,0.0,1.0
languor,4.0,0.0,0.0,4.0
lani,0.0,1.0,0.0,1.0
lantern,1.0,0.0,0.0,1.0
lap,1.0,0.0,0.0,1.0
lapaglia,0.0,0.0,1.0,1.0
laps,2.0,1.0,0.0,3.0
lard,1.0,0.0,0.0,1.0
larg,34.0,11.0,4.0,49.0
larger,9.0,2.0,0.0,11.0
largest,1.0,0.0,0.0,1.0
larki,2.0,0.0,0.0,2.0
larri,2.0,0.0,0.0,2.0
lascivi,1.0,0.0,0.0,1.0
laser,1.0,0.0,0.0,1.0
lash,1.0,0.0,0.0,1.0
last,66.0,14.0,11.0,91.0
latch,1.0,0.0,0.0,1.0
late,18.0,1.0,2.0,21.0
latent,1.0,1.0,0.0,2.0
later,5.0,1.0,1.0,7.0
latest,23.0,5.0,4.0,32.0
lathan,0.0,0.0,1.0,1.0
latin,2.0,0.0,1.0,3.0
latter,5.0,0.0,0.0,5.0
lau,1.0,0.0,0.0,1.0
laud,0.0,0.0,1.0,1.0
laudabl,3.0,0.0,0.0,3.0
laugh,38.0,8.0,3.0,49.0
laughabl,11.0,0.0,1.0,12.0
laugher,1.0,0.0,0.0,1.0
laughter,1.0,0.0,0.0,1.0
laugther,1.0,0.0,0.0,1.0
launch,1.0,0.0,0.0,1.0
laundri,1.0,0.0,0.0,1.0
laurel,0.0,1.0,0.0,1.0
lavish,5.0,3.0,0.0,8.0
lawrenc,3.0,0.0,0.0,3.0
lay,1.0,2.0,2.0,5.0
layer,6.0,0.0,0.0,6.0
lazi,12.0,4.0,1.0,17.0
lazier,1.0,0.0,0.0,1.0
laziest,1.0,1.0,0.0,2.0
lazili,2.0,0.0,0.0,2.0
le,1.0,0.0,0.0,1.0
lead,18.0,8.0,3.0,29.0
leaden,7.0,3.0,0.0,10.0
leaf,1.0,0.0,0.0,1.0
leak,2.0,0.0,1.0,3.0
leaki,2.0,1.0,0.0,3.0
lean,2.0,2.0,2.0,6.0
leanest,1.0,0.0,0.0,1.0
leap,4.0,0.0,0.0,4.0
lear,1.0,0.0,0.0,1.0
learn,17.0,3.0,3.0,23.0
learnt,0.0,1.0,0.0,1.0
least,64.0,14.0,9.0,87.0
leather,2.0,0.0,0.0,2.0
leav,73.0,18.0,8.0,99.0
leaven,3.0,0.0,0.0,3.0
leblanc,1.0,0.0,0.0,1.0
lecher,1.0,0.0,0.0,1.0
lectur,1.0,0.0,0.0,1.0
led,1.0,2.0,0.0,3.0
lee,3.0,2.0,0.0,5.0
leer,1.0,0.0,0.0,1.0
left,34.0,8.0,5.0,47.0
leftov,0.0,1.0,0.0,1.0
leg,7.0,0.0,1.0,8.0
legal,6.0,1.0,2.0,9.0
legend,0.0,1.0,0.0,1.0
legendari,4.0,1.0,2.0,7.0
legitim,0.0,1.0,1.0,2.0
leguizamo,1.0,1.0,0.0,2.0
leigh,5.0,1.0,3.0,9.0
leisur,0.0,2.0,0.0,2.0
lemon,1.0,0.0,0.0,1.0
lend,8.0,3.0,0.0,11.0
length,1.0,0.0,1.0,2.0
lengthi,2.0,1.0,1.0,4.0
lens,1.0,0.0,0.0,1.0
lent,0.0,1.0,0.0,1.0
leonard,1.0,0.0,0.0,1.0
leonin,2.0,0.0,0.0,2.0
leontin,1.0,0.0,0.0,1.0
leroy,1.0,0.0,0.0,1.0
les,1.0,0.0,0.0,1.0
lesbian,1.0,0.0,0.0,1.0
less,103.0,27.0,11.0,141.0
lessen,2.0,0.0,0.0,2.0
lesser,4.0,0.0,1.0,5.0
let,39.0,11.0,4.0,54.0
letdown,0.0,1.0,0.0,1.0
lethal,1.0,1.0,0.0,2.0
letharg,2.0,0.0,1.0,3.0
level,0.0,0.0,1.0,1.0
levi,1.0,0.0,0.0,1.0
lewi,4.0,0.0,1.0,5.0
liabl,0.0,0.0,1.0,1.0
liang,2.0,0.0,0.0,2.0
liber,9.0,2.0,2.0,13.0
libidin,1.0,0.0,0.0,1.0
librarian,2.0,0.0,0.0,2.0
lick,1.0,0.0,1.0,2.0
lie,13.0,5.0,4.0,22.0
lifeless,5.0,2.0,1.0,8.0
lifelik,0.0,0.0,1.0,1.0
lifelong,1.0,0.0,1.0,2.0
lifestyl,3.0,0.0,0.0,3.0
lifetim,2.0,1.0,1.0,4.0
lift,10.0,2.0,1.0,13.0
light,34.0,5.0,4.0,43.0
lighten,1.0,1.0,1.0,3.0
lighter,1.0,1.0,1.0,3.0
lightest,1.0,1.0,0.0,2.0
lightheart,2.0,1.0,1.0,4.0
lightweight,7.0,0.0,0.0,7.0
likabl,8.0,4.0,3.0,15.0
like,96.0,24.0,11.0,131.0
likeabl,3.0,2.0,0.0,5.0
liken,0.0,0.0,1.0,1.0
lil,1.0,1.0,1.0,3.0
lili,3.0,0.0,1.0,4.0
lilia,3.0,1.0,0.0,4.0
lillard,0.0,1.0,0.0,1.0
lilo,4.0,0.0,0.0,4.0
liman,1.0,1.0,0.0,2.0
limb,1.0,0.0,0.0,1.0
limit,10.0,0.0,0.0,10.0
limp,3.0,2.0,0.0,5.0
limpid,1.0,0.0,0.0,1.0
limpli,1.0,0.0,0.0,1.0
lina,1.0,0.0,0.0,1.0
