,negative,positive,total
althoughth,1.0,0.0,1.0
althougth,0.0,1.0,1.0
altim,0.0,1.0,1.0
altima,1.0,0.0,1.0
altman,4.0,1.0,5.0
alto,0.0,5.0,5.0
altogeth,46.0,19.0,65.0
alton,0.0,1.0,1.0
altonya,0.0,1.0,1.0
altruist,1.0,1.0,2.0
altura,0.0,1.0,1.0
alucard,0.0,1.0,1.0
alucius,0.0,1.0,1.0
aluminim,0.0,1.0,1.0
aluminum,2.0,2.0,4.0
alv,2.0,0.0,2.0
alvin,5.0,0.0,5.0
alwa,1.0,1.0,2.0
alwasi,0.0,3.0,3.0
alway,697.0,1322.0,2019.0
alwaysa,0.0,1.0,1.0
alwayssaid,0.0,1.0,1.0
alwaysvelcro,0.0,1.0,1.0
alwayswork,0.0,1.0,1.0
alyson,1.0,1.0,2.0
alyx,1.0,0.0,1.0
alzheim,6.0,6.0,12.0
am,2810.0,2440.0,5250.0
ama,1.0,0.0,1.0
amaaaz,0.0,1.0,1.0
amadeus,0.0,4.0,4.0
amaiz,0.0,1.0,1.0
amalgam,0.0,1.0,1.0
amamz,0.0,1.0,1.0
amanda,0.0,6.0,6.0
amanu,1.0,0.0,1.0
amarantin,1.0,1.0,2.0
amaretti,0.0,1.0,1.0
amarga,1.0,0.0,1.0
amarillo,1.0,0.0,1.0
amaru,0.0,1.0,1.0
amas,0.0,1.0,1.0
amass,2.0,1.0,3.0
amaterish,0.0,1.0,1.0
amateur,24.0,19.0,43.0
amateurish,49.0,2.0,51.0
amatuerish,2.0,0.0,2.0
amatur,1.0,1.0,2.0
amaturish,4.0,0.0,4.0
amaturist,1.0,0.0,1.0
amaz,288.0,1394.0,1682.0
amazaon,1.0,0.0,1.0
amazi,0.0,1.0,1.0
amazin,0.0,2.0,2.0
amazinf,0.0,1.0,1.0
amazing,0.0,1.0,1.0
amazinggot,0.0,1.0,1.0
amazom,0.0,2.0,2.0
amazon,501.0,252.0,753.0
amazona,0.0,1.0,1.0
amazong,1.0,0.0,1.0
amazoni,1.0,0.0,1.0
amazonkeith,0.0,1.0,1.0
amazonprovid,0.0,1.0,1.0
amazonsel,1.0,0.0,1.0
ambagu,1.0,0.0,1.0
amber,3.0,6.0,9.0
amberish,1.0,0.0,1.0
ambiant,0.0,1.0,1.0
ambidextr,0.0,1.0,1.0
ambidextri,0.0,1.0,1.0
ambient,7.0,15.0,22.0
ambigu,4.0,3.0,7.0
ambit,0.0,1.0,1.0
ambiti,12.0,20.0,32.0
ambival,0.0,2.0,2.0
ambl,1.0,0.0,1.0
ambler,0.0,1.0,1.0
amblesid,1.0,0.0,1.0
ambros,1.0,3.0,4.0
ambush,0.0,3.0,3.0
amd,1.0,5.0,6.0
ameda,1.0,0.0,1.0
amel,7.0,2.0,9.0
ameli,0.0,1.0,1.0
amelia,1.0,1.0,2.0
amelinda,0.0,1.0,1.0
amelior,0.0,1.0,1.0
amen,2.0,0.0,2.0
amend,3.0,0.0,3.0
amercian,1.0,0.0,1.0
amergo,1.0,0.0,1.0
america,43.0,73.0,116.0
american,457.0,537.0,994.0
americana,0.0,1.0,1.0
americanextrenuousbeatcelesti,0.0,1.0,1.0
amesom,0.0,1.0,1.0
amethyst,0.0,1.0,1.0
amg,0.0,1.0,1.0
amhar,2.0,0.0,2.0
ami,24.0,24.0,48.0
amiabl,0.0,1.0,1.0
amidon,1.0,0.0,1.0
amidst,3.0,5.0,8.0
amigo,1.0,2.0,3.0
amii,1.0,0.0,1.0
amin,2.0,1.0,3.0
amish,5.0,8.0,13.0
amiss,4.0,2.0,6.0
amit,1.0,0.0,1.0
amitc,0.0,1.0,1.0
amiti,1.0,1.0,2.0
amityvill,2.0,1.0,3.0
amlook,1.0,0.0,1.0
ammend,0.0,2.0,2.0
ammo,1.0,1.0,2.0
ammus,0.0,1.0,1.0
amnesia,2.0,1.0,3.0
amnesti,1.0,3.0,4.0
amo,3.0,5.0,8.0
amock,0.0,1.0,1.0
amok,2.0,0.0,2.0
amon,2.0,0.0,2.0
amongst,12.0,13.0,25.0
amonth,2.0,0.0,2.0
amor,2.0,6.0,8.0
amorph,0.0,1.0,1.0
amost,1.0,1.0,2.0
amoung,0.0,1.0,1.0
amount,10.0,8.0,18.0
amour,2.0,11.0,13.0
amovi,1.0,0.0,1.0
amp,10.0,6.0,16.0
ampa,0.0,1.0,1.0
ampil,0.0,1.0,1.0
ampl,9.0,6.0,15.0
ampli,0.0,2.0,2.0
amplifi,10.0,5.0,15.0
amrica,0.0,1.0,1.0
amrican,0.0,2.0,2.0
amsatisfi,0.0,1.0,1.0
amsterdam,4.0,2.0,6.0
amthi,1.0,0.0,1.0
amur,0.0,1.0,1.0
amus,76.0,69.0,145.0
amust,0.0,1.0,1.0
amuz,1.0,0.0,1.0
amyth,1.0,0.0,1.0
amz,1.0,5.0,6.0
an,0.0,3.0,3.0
ana,1.0,1.0,2.0
anabsolut,0.0,1.0,1.0
anachronist,4.0,3.0,7.0
anai,0.0,2.0,2.0
anain,1.0,0.0,1.0
anakin,1.0,0.0,1.0
anal,2.0,5.0,7.0
analag,1.0,0.0,1.0
analog,3.0,3.0,6.0
analogu,1.0,0.0,1.0
analys,3.0,5.0,8.0
analysi,0.0,1.0,1.0
analyt,9.0,9.0,18.0
analyticali,0.0,1.0,1.0
analyz,17.0,21.0,38.0
anamorph,15.0,4.0,19.0
anappl,1.0,0.0,1.0
anarawd,0.0,1.0,1.0
anarch,1.0,1.0,2.0
anarchi,1.0,0.0,1.0
anarchist,1.0,2.0,3.0
anarctica,0.0,1.0,1.0
anarr,0.0,1.0,1.0
anasazi,1.0,1.0,2.0
anastasia,0.0,1.0,1.0
anatol,0.0,1.0,1.0
anatom,3.0,1.0,4.0
anatomi,2.0,2.0,4.0
anaya,0.0,1.0,1.0
anayl,0.0,1.0,1.0
anceint,0.0,1.0,1.0
ancestr,0.0,1.0,1.0
anchient,0.0,1.0,1.0
anchor,4.0,6.0,10.0
anchovi,1.0,0.0,1.0
ancient,30.0,63.0,93.0
ancillari,0.0,1.0,1.0
anck,0.0,1.0,1.0
ancronist,1.0,0.0,1.0
and,0.0,1.0,1.0
anda,0.0,1.0,1.0
andamatuerish,1.0,0.0,1.0
andb,0.0,1.0,1.0
andbor,1.0,0.0,1.0
andca,0.0,1.0,1.0
andchristma,0.0,1.0,1.0
andclean,1.0,0.0,1.0
andconiv,1.0,0.0,1.0
andcopi,1.0,0.0,1.0
anddav,0.0,1.0,1.0
anddefl,0.0,1.0,1.0
anddjimon,1.0,0.0,1.0
andelectron,1.0,0.0,1.0
andemot,0.0,1.0,1.0
andersen,0.0,1.0,1.0
anderson,3.0,7.0,10.0
andes,0.0,1.0,1.0
andespeci,1.0,0.0,1.0
andfeel,0.0,1.0,1.0
andfinali,0.0,1.0,1.0
andget,0.0,1.0,1.0
andgiv,0.0,1.0,1.0
andgovernment,0.0,1.0,1.0
andgre,1.0,0.0,1.0
andheart,0.0,1.0,1.0
andhel,0.0,1.0,1.0
andher,0.0,1.0,1.0
andhop,1.0,0.0,1.0
andi,26.0,22.0,48.0
andit,1.0,1.0,2.0
andlisten,0.0,1.0,1.0
andlook,1.0,0.0,1.0
andmichael,1.0,0.0,1.0
andmix,0.0,1.0,1.0
andmoth,0.0,1.0,1.0
andnear,0.0,1.0,1.0
ando,1.0,0.0,1.0
andput,0.0,1.0,1.0
andr,0.0,5.0,5.0
andran,1.0,0.0,1.0
andrea,9.0,7.0,16.0
andreceiv,1.0,0.0,1.0
andresearch,0.0,1.0,1.0
andrew,14.0,22.0,36.0
andric,0.0,4.0,4.0
androbert,0.0,1.0,1.0
androbyn,0.0,1.0,1.0
androgyn,1.0,2.0,3.0
android,3.0,4.0,7.0
andromeda,0.0,1.0,1.0
androst,1.0,0.0,1.0
andslight,1.0,0.0,1.0
andsn,1.0,0.0,1.0
andstep,0.0,1.0,1.0
andsupport,0.0,1.0,1.0
andtak,0.0,1.0,1.0
andth,5.0,5.0,10.0
andtip,1.0,0.0,1.0
andtoss,0.0,1.0,1.0
andtouch,1.0,0.0,1.0
andtout,1.0,0.0,1.0
andtri,1.0,0.0,1.0
anduplift,1.0,0.0,1.0
andvari,0.0,1.0,1.0
andwindi,0.0,1.0,1.0
andwond,1.0,0.0,1.0
ane,1.0,0.0,1.0
anecdot,8.0,8.0,16.0
anedot,1.0,0.0,1.0
anem,5.0,1.0,6.0
anend,0.0,1.0,1.0
anest,0.0,1.0,1.0
anesthesia,1.0,0.0,1.0
anew,3.0,2.0,5.0
anextrem,0.0,1.0,1.0
anf,0.0,1.0,1.0
angel,20.0,51.0,71.0
angela,5.0,8.0,13.0
angeldust,1.0,0.0,1.0
angeleno,0.0,1.0,1.0
angelica,0.0,1.0,1.0
angelina,3.0,18.0,21.0
angelo,1.0,1.0,2.0
angelou,0.0,1.0,1.0
angelz,0.0,1.0,1.0
anger,12.0,7.0,19.0
angeri,0.0,1.0,1.0
angi,1.0,2.0,3.0
angier,5.0,0.0,5.0
angl,9.0,12.0,21.0
angleend,0.0,1.0,1.0
anglican,1.0,0.0,1.0
anglo,4.0,2.0,6.0
angola,0.0,1.0,1.0
angor,1.0,0.0,1.0
angri,91.0,43.0,134.0
angrier,5.0,2.0,7.0
angrili,1.0,1.0,2.0
angry,1.0,0.0,1.0
angrysing,1.0,0.0,1.0
angst,8.0,1.0,9.0
angsti,0.0,1.0,1.0
angua,0.0,2.0,2.0
anguilla,0.0,1.0,1.0
anguish,1.0,6.0,7.0
angular,0.0,2.0,2.0
angus,4.0,5.0,9.0
anholt,0.0,1.0,1.0
anhyth,1.0,0.0,1.0
ani,2.0,3.0,5.0
anial,0.0,1.0,1.0
anica,1.0,0.0,1.0
anim,103.0,149.0,252.0
animagus,1.0,0.0,1.0
animalist,0.0,1.0,1.0
animationveri,0.0,1.0,1.0
animorph,1.0,0.0,1.0
animus,1.0,0.0,1.0
anintellig,0.0,1.0,1.0
anintrospect,0.0,1.0,1.0
anis,1.0,0.0,1.0
anit,0.0,1.0,1.0
anita,30.0,13.0,43.0
aniticip,0.0,1.0,1.0
aniversari,4.0,0.0,4.0
anix,0.0,1.0,1.0
anjelica,1.0,1.0,2.0
anka,1.0,0.0,1.0
ankel,0.0,1.0,1.0
ankh,0.0,1.0,1.0
ankl,2.0,4.0,6.0
ann,75.0,41.0,116.0
anna,8.0,16.0,24.0
annabell,0.0,2.0,2.0
annabeth,1.0,0.0,1.0
annalog,0.0,1.0,1.0
anneb,1.0,0.0,1.0
annecdot,1.0,0.0,1.0
annek,1.0,0.0,1.0
annelies,1.0,0.0,1.0
annex,1.0,0.0,1.0
anni,5.0,5.0,10.0
annick,0.0,1.0,1.0
annihil,0.0,1.0,1.0
anniverari,0.0,1.0,1.0
anniversari,26.0,22.0,48.0
anno,0.0,1.0,1.0
annoey,0.0,1.0,1.0
annoint,0.0,2.0,2.0
annonit,0.0,1.0,1.0
annonym,1.0,0.0,1.0
annot,10.0,1.0,11.0
announc,12.0,9.0,21.0
annoy,541.0,120.0,661.0
annoyin,1.0,0.0,1.0
annual,12.0,11.0,23.0
anobvi,0.0,1.0,1.0
anod,5.0,2.0,7.0
anoint,0.0,7.0,7.0
anolo,0.0,1.0,1.0
anomyn,1.0,0.0,1.0
anon,1.0,1.0,2.0
anonym,16.0,5.0,21.0
anorex,0.0,1.0,1.0
anot,1.0,0.0,1.0
anoth,0.0,2.0,2.0
anotha,1.0,0.0,1.0
another,1.0,0.0,1.0
anotheralbum,1.0,0.0,1.0
anough,1.0,0.0,1.0
anoy,7.0,2.0,9.0
anoyi,1.0,0.0,1.0
ansco,1.0,0.0,1.0
ansel,1.0,1.0,2.0
anson,1.0,0.0,1.0
answer,101.0,81.0,182.0
answerd,0.0,1.0,1.0
ant,7.0,8.0,15.0
antagonist,3.0,1.0,4.0
antarct,1.0,2.0,3.0
antarctica,1.0,0.0,1.0
antcapt,1.0,0.0,1.0
antec,1.0,0.0,1.0
antenna,5.0,4.0,9.0
anterior,0.0,1.0,1.0
anthem,1.0,6.0,7.0
antholog,1.0,2.0,3.0
anthoney,1.0,0.0,1.0
anthoni,4.0,9.0,13.0
anthor,0.0,1.0,1.0
anthrop,0.0,1.0,1.0
anthropolog,3.0,2.0,5.0
anthropologist,0.0,1.0,1.0
anthropomorph,1.0,0.0,1.0
anthropopaguh,1.0,0.0,1.0
anthropopagus,1.0,0.0,1.0
anti,99.0,47.0,146.0
antibacteri,0.0,1.0,1.0
antibiot,3.0,4.0,7.0
antichrist,0.0,2.0,2.0
anticip,45.0,48.0,93.0
anticlimact,2.0,0.0,2.0
anticlimat,1.0,2.0,3.0
anticp,1.0,0.0,1.0
antidot,0.0,1.0,1.0
antigon,0.0,2.0,2.0
antigun,0.0,1.0,1.0
antihistor,1.0,0.0,1.0
antimicrobi,0.0,1.0,1.0
antiphon,1.0,0.0,1.0
antipodean,1.0,0.0,1.0
antipop,0.0,1.0,1.0
antiqu,7.0,9.0,16.0
antiquarian,0.0,1.0,1.0
antireflect,0.0,1.0,1.0
antisept,1.0,1.0,2.0
antisoci,1.0,0.0,1.0
antitrust,0.0,1.0,1.0
antivirus,6.0,1.0,7.0
antiwomanist,1.0,0.0,1.0
antoh,1.0,0.0,1.0
antoin,1.0,1.0,2.0
antoni,0.0,1.0,1.0
antonio,3.0,2.0,5.0
anumb,0.0,1.0,1.0
anunci,1.0,0.0,1.0
anvil,1.0,0.0,1.0
anwar,0.0,1.0,1.0
anway,0.0,2.0,2.0
anxious,43.0,50.0,93.0
anya,0.0,1.0,1.0
anybodi,10.0,6.0,16.0
anyday,2.0,0.0,2.0
anyh,1.0,0.0,1.0
anyher,0.0,1.0,1.0
anyhoo,1.0,0.0,1.0
anyhow,4.0,6.0,10.0
anyht,1.0,1.0,2.0
anymooooor,0.0,1.0,1.0
anymor,231.0,99.0,330.0
anyon,0.0,1.0,1.0
anyonea,1.0,0.0,1.0
anyonecar,0.0,1.0,1.0
anyoneels,0.0,1.0,1.0
anyoth,1.0,1.0,2.0
anyt,3.0,1.0,4.0
anythingi,1.0,0.0,1.0
anythingnot,1.0,0.0,1.0
anytim,10.0,23.0,33.0
anyuth,0.0,1.0,1.0
anyvolum,1.0,0.0,1.0
anywas,0.0,1.0,1.0
anywasi,0.0,1.0,1.0
anyway,270.0,266.0,536.0
anywer,1.0,0.0,1.0
anywher,130.0,114.0,244.0
anywho,2.0,0.0,2.0
anywyaz,1.0,0.0,1.0
anzac,1.0,0.0,1.0
aoe,3.0,1.0,4.0
aofk,0.0,1.0,1.0
aol,5.0,0.0,5.0
aor,0.0,3.0,3.0
ap,8.0,12.0,20.0
apa,3.0,3.0,6.0
apanason,1.0,0.0,1.0
apar,2.0,1.0,3.0
apart,328.0,123.0,451.0
apartheid,0.0,1.0,1.0
apathet,4.0,1.0,5.0
apathi,0.0,1.0,1.0
apatow,2.0,0.0,2.0
apc,2.0,0.0,2.0
ape,3.0,3.0,6.0
apeal,1.0,0.0,1.0
apear,1.0,2.0,3.0
aperfect,0.0,1.0,1.0
apertur,0.0,1.0,1.0
apex,7.0,1.0,8.0
aphex,2.0,0.0,2.0
api,2.0,1.0,3.0
apiec,3.0,1.0,4.0
aplenti,2.0,2.0,4.0
apocadel,0.0,1.0,1.0
apocalyps,0.0,5.0,5.0
apocalypt,5.0,9.0,14.0
apocalys,1.0,0.0,1.0
apocryph,0.0,1.0,1.0
apoet,0.0,1.0,1.0
apolegt,1.0,0.0,1.0
apolig,1.0,0.0,1.0
apolit,0.0,1.0,1.0
apollo,3.0,2.0,5.0
apollyon,1.0,0.0,1.0
apolog,18.0,7.0,25.0
apologet,1.0,2.0,3.0
apologis,3.0,0.0,3.0
apologist,1.0,0.0,1.0
apon,0.0,1.0,1.0
apoplet,1.0,0.0,1.0
apopular,0.0,1.0,1.0
aposs,0.0,1.0,1.0
apostat,0.0,2.0,2.0
apostl,0.0,2.0,2.0
apostol,0.0,1.0,1.0
apothecari,0.0,1.0,1.0
app,1.0,2.0,3.0
appaer,1.0,0.0,1.0
appal,62.0,7.0,69.0
appalachian,4.0,4.0,8.0
appaloosa,0.0,1.0,1.0
appar,314.0,91.0,405.0
apparentlythought,0.0,1.0,1.0
apparnat,0.0,1.0,1.0
appart,4.0,0.0,4.0
appaul,3.0,0.0,3.0
appeal,97.0,102.0,199.0
appear,431.0,227.0,658.0
appearelc,0.0,1.0,1.0
appeas,2.0,3.0,5.0
append,2.0,1.0,3.0
appendix,0.0,4.0,4.0
appet,2.0,2.0,4.0
appetit,1.0,2.0,3.0
applaud,12.0,11.0,23.0
applaus,0.0,1.0,1.0
applese,1.0,0.0,1.0
applewhit,1.0,0.0,1.0
appli,149.0,135.0,284.0
applianc,1.0,0.0,1.0
applic,10.0,20.0,30.0
applica,1.0,0.0,1.0
appo,0.0,1.0,1.0
appoint,3.0,3.0,6.0
appolig,1.0,0.0,1.0
appologet,0.0,1.0,1.0
appomatox,1.0,0.0,1.0
apporpri,0.0,1.0,1.0
appos,0.0,1.0,1.0
apppear,1.0,2.0,3.0
apprais,2.0,0.0,2.0
appreaci,0.0,1.0,1.0
appreci,173.0,342.0,515.0
appreciateit,1.0,0.0,1.0
apprehenci,0.0,1.0,1.0
apprehend,1.0,1.0,2.0
apprehens,1.0,6.0,7.0
apprentic,2.0,2.0,4.0
appric,0.0,2.0,2.0
apprict,0.0,1.0,1.0
appris,0.0,1.0,1.0
approach,38.0,56.0,94.0
approci,1.0,0.0,1.0
appropi,1.0,0.0,1.0
approprait,1.0,0.0,1.0
appropri,95.0,95.0,190.0
appropriatt,1.0,0.0,1.0
appropriet,1.0,0.0,1.0
approv,21.0,13.0,34.0
approx,6.0,3.0,9.0
approxim,35.0,12.0,47.0
approximatley,1.0,0.0,1.0
apprx,0.0,1.0,1.0
appx,1.0,0.0,1.0
apr,0.0,1.0,1.0
apreci,1.0,3.0,4.0
aprend,1.0,0.0,1.0
aprici,0.0,2.0,2.0
april,8.0,8.0,16.0
apro,2.0,0.0,2.0
aproach,0.0,1.0,1.0
aprofession,0.0,1.0,1.0
apropo,0.0,1.0,1.0
aproxim,1.0,0.0,1.0
aprupt,0.0,1.0,1.0
apsolut,0.0,1.0,1.0
apt,12.0,15.0,27.0
apta,0.0,1.0,1.0
apulp,1.0,0.0,1.0
apv,0.0,1.0,1.0
aq,1.0,0.0,1.0
aqua,1.0,4.0,5.0
aquafresh,1.0,2.0,3.0
aquaint,0.0,1.0,1.0
aquarian,0.0,2.0,2.0
aquarium,1.0,2.0,3.0
aquarius,0.0,2.0,2.0
aquat,1.0,5.0,6.0
aquatint,0.0,1.0,1.0
aquemini,0.0,1.0,1.0
aqueous,1.0,0.0,1.0
aquina,1.0,0.0,1.0
aquir,6.0,7.0,13.0
aquitain,1.0,0.0,1.0
ar,3.0,2.0,5.0
ara,0.0,2.0,2.0
arab,25.0,15.0,40.0
arabi,0.0,1.0,1.0
arabia,2.0,0.0,2.0
arabian,7.0,5.0,12.0
aragorn,1.0,2.0,3.0
araki,1.0,0.0,1.0
araya,0.0,1.0,1.0
arbitrar,1.0,0.0,1.0
arbitrari,5.0,0.0,5.0
arbitrarili,2.0,1.0,3.0
arc,2.0,2.0,4.0
arcad,2.0,5.0,7.0
arcadia,2.0,0.0,2.0
arcan,2.0,6.0,8.0
arch,6.0,5.0,11.0
archaelog,0.0,1.0,1.0
archaeolog,1.0,1.0,2.0
archaic,13.0,4.0,17.0
archelaus,1.0,0.0,1.0
archeolig,0.0,1.0,1.0
archeolog,1.0,3.0,4.0
archeologi,0.0,1.0,1.0
archer,11.0,4.0,15.0
archeri,1.0,0.0,1.0
archetyp,1.0,8.0,9.0
archi,4.0,2.0,6.0
archirecomendado,0.0,1.0,1.0
architect,2.0,1.0,3.0
architectur,4.0,6.0,10.0
architetur,0.0,1.0,1.0
archiv,13.0,7.0,20.0
archtyp,0.0,1.0,1.0
arci,0.0,1.0,1.0
arctic,1.0,8.0,9.0
arden,5.0,1.0,6.0
ardent,4.0,4.0,8.0
arder,0.0,1.0,1.0
ardeur,1.0,0.0,1.0
arduous,4.0,0.0,4.0
are,11373.0,11244.0,22617.0
areabut,1.0,0.0,1.0
areactu,0.0,1.0,1.0
areadi,1.0,0.0,1.0
arecommend,0.0,1.0,1.0
arefin,0.0,1.0,1.0
areforgett,1.0,0.0,1.0
areher,1.0,0.0,1.0
areidentifi,1.0,0.0,1.0
aremuch,1.0,0.0,1.0
aren,2.0,2.0,4.0
arena,1.0,5.0,6.0
arenot,1.0,0.0,1.0
arensberg,1.0,0.0,1.0
arent,10.0,7.0,17.0
areon,1.0,0.0,1.0
areosmith,0.0,1.0,1.0
arepa,0.0,1.0,1.0
arequit,0.0,1.0,1.0
areromant,0.0,1.0,1.0
arest,1.0,0.0,1.0
arestil,0.0,1.0,1.0
areth,0.0,2.0,2.0
aretha,1.0,5.0,6.0
aretr,0.0,1.0,1.0
areunderstand,0.0,1.0,1.0
areway,1.0,0.0,1.0
arfken,1.0,0.0,1.0
argent,0.0,2.0,2.0
argentina,1.0,0.0,1.0
argentinian,2.0,1.0,3.0
argento,7.0,0.0,7.0
argh,5.0,2.0,7.0
argonn,0.0,1.0,1.0
argu,35.0,31.0,66.0
arguabl,7.0,23.0,30.0
arguarblli,1.0,0.0,1.0
argument,3.0,0.0,3.0
argumentson,0.0,1.0,1.0
ari,0.0,2.0,2.0
aria,1.0,0.0,1.0
ariadna,1.0,0.0,1.0
arian,0.0,2.0,2.0
ariana,0.0,2.0,2.0
arianna,0.0,1.0,1.0
arid,1.0,1.0,2.0
aridian,1.0,0.0,1.0
aris,4.0,11.0,15.0
arisen,0.0,1.0,1.0
arista,3.0,0.0,3.0
aristocrat,3.0,1.0,4.0
aristotelian,0.0,1.0,1.0
aristotl,1.0,1.0,2.0
arizona,0.0,4.0,4.0
ark,1.0,1.0,2.0
arkadi,0.0,2.0,2.0
arkansa,2.0,1.0,3.0
arkham,0.0,1.0,1.0
arloc,0.0,2.0,2.0
arm,22.0,19.0,41.0
arma,0.0,3.0,3.0
armadgeddon,1.0,0.0,1.0
armadillo,0.0,1.0,1.0
armado,0.0,1.0,1.0
armageddon,0.0,1.0,1.0
armalas,1.0,0.0,1.0
armand,1.0,4.0,5.0
armatrad,1.0,0.0,1.0
armatur,1.0,0.0,1.0
armband,0.0,1.0,1.0
armchair,1.0,0.0,1.0
armenian,0.0,2.0,2.0
armi,4.0,3.0,7.0
armik,1.0,0.0,1.0
arminian,1.0,0.0,1.0
armistead,0.0,1.0,1.0
armless,0.0,1.0,1.0
armon,1.0,0.0,1.0
armor,2.0,4.0,6.0
armour,2.0,2.0,4.0
armstrong,6.0,7.0,13.0
arn,3.0,2.0,5.0
arnez,2.0,0.0,2.0
arnold,9.0,17.0,26.0
arnt,3.0,0.0,3.0
arog,1.0,1.0,2.0
aroma,0.0,1.0,1.0
aromat,1.0,4.0,5.0
aromatherapi,0.0,2.0,2.0
aron,0.0,1.0,1.0
aros,3.0,1.0,4.0
around,199.0,168.0,367.0
aroundfor,1.0,0.0,1.0
arous,3.0,7.0,10.0
arquett,1.0,0.0,1.0
arr,0.0,1.0,1.0
arra,0.0,1.0,1.0
arrang,19.0,34.0,53.0
arrest,8.0,12.0,20.0
arrib,1.0,0.0,1.0
arriiv,0.0,1.0,1.0
arriv,389.0,373.0,762.0
arrog,28.0,10.0,38.0
arround,0.0,1.0,1.0
arrow,5.0,8.0,13.0
arrr,0.0,1.0,1.0
ars,5.0,0.0,5.0
arsenal,1.0,2.0,3.0
arsenic,1.0,1.0,2.0
arsonist,1.0,0.0,1.0
art,39.0,60.0,99.0
artemi,2.0,1.0,3.0
artemisia,2.0,0.0,2.0
artemus,0.0,1.0,1.0
artform,0.0,1.0,1.0
artho,1.0,0.0,1.0
arthric,0.0,2.0,2.0
arthrit,0.0,4.0,4.0
arthriti,2.0,1.0,3.0
arthur,6.0,11.0,17.0
arthurian,4.0,6.0,10.0
arti,7.0,3.0,10.0
artic,0.0,1.0,1.0
artican,0.0,1.0,1.0
articl,4.0,2.0,6.0
articul,4.0,17.0,21.0
articulo,0.0,1.0,1.0
artif,4.0,0.0,4.0
artifact,2.0,0.0,2.0
artifici,49.0,15.0,64.0
artiga,0.0,1.0,1.0
artisan,7.0,6.0,13.0
artisanpacificpublish,0.0,1.0,1.0
artist,62.0,90.0,152.0
artless,2.0,0.0,2.0
artsi,16.0,2.0,18.0
artwork,0.0,5.0,5.0
arundhati,1.0,0.0,1.0
arvo,0.0,1.0,1.0
arw,1.0,0.0,1.0
arwen,1.0,0.0,1.0
aryan,2.0,1.0,3.0
as,1873.0,2405.0,4278.0
asa,1.0,0.0,1.0
asahan,0.0,1.0,1.0
asahi,1.0,0.0,1.0
asain,1.0,0.0,1.0
asap,11.0,5.0,16.0
asatru,0.0,1.0,1.0
ascend,1.0,1.0,2.0
ascens,1.0,0.0,1.0
ascent,0.0,1.0,1.0
ascertain,4.0,0.0,4.0
ascet,0.0,1.0,1.0
ascolta,0.0,1.0,1.0
ascomedian,0.0,1.0,1.0
ascot,1.0,1.0,2.0
ascrib,2.0,0.0,2.0
asd,1.0,0.0,1.0
asdeep,0.0,1.0,1.0
ase,0.0,1.0,1.0
asecret,0.0,1.0,1.0
asembl,0.0,2.0,2.0
ash,4.0,1.0,5.0
asham,86.0,19.0,105.0
ashanti,2.0,1.0,3.0
ashcroft,3.0,0.0,3.0
ashen,1.0,0.0,1.0
asher,3.0,0.0,3.0
ashersil,1.0,0.0,1.0
ashford,0.0,1.0,1.0
ashida,2.0,0.0,2.0
ashkenazi,0.0,1.0,1.0
ashle,1.0,0.0,1.0
ashleigh,3.0,0.0,3.0
ashley,5.0,8.0,13.0
ashm,1.0,0.0,1.0
ashor,0.0,1.0,1.0
asi,0.0,2.0,2.0
asia,3.0,2.0,5.0
asiamania,0.0,1.0,1.0
asian,27.0,19.0,46.0
asiat,1.0,0.0,1.0
asiath,0.0,1.0,1.0
asid,91.0,60.0,151.0
asimov,7.0,7.0,14.0
asimpl,1.0,0.0,1.0
asin,0.0,1.0,1.0
asinin,2.0,0.0,2.0
asio,1.0,0.0,1.0
ask,448.0,313.0,761.0
askew,1.0,2.0,3.0
aslan,1.0,0.0,1.0
asleep,115.0,36.0,151.0
aslett,1.0,0.0,1.0
aslmost,1.0,0.0,1.0
asmik,0.0,2.0,2.0
asmodean,0.0,1.0,1.0
asmuch,0.0,1.0,1.0
asmussen,0.0,1.0,1.0
asnewsweek,1.0,0.0,1.0
asnthoni,0.0,1.0,1.0
asofist,1.0,0.0,1.0
asoppos,1.0,0.0,1.0
asp,4.0,7.0,11.0
aspartam,2.0,0.0,2.0
aspeciali,0.0,1.0,1.0
aspecif,0.0,1.0,1.0
aspect,15.0,11.0,26.0
aspen,0.0,1.0,1.0
asperg,1.0,1.0,2.0
aspher,0.0,1.0,1.0
aspir,13.0,23.0,36.0
aspirin,1.0,0.0,1.0
asplay,0.0,1.0,1.0
asprin,4.0,0.0,4.0
aspx,0.0,2.0,2.0
asrous,1.0,0.0,1.0
ass,2.0,6.0,8.0
assai,0.0,1.0,1.0
assail,0.0,1.0,1.0
assamit,0.0,1.0,1.0
assasin,2.0,4.0,6.0
assassin,3.0,4.0,7.0
assault,8.0,2.0,10.0
assembl,89.0,70.0,159.0
assemblelarg,0.0,1.0,1.0
assemebl,1.0,0.0,1.0
assert,3.0,9.0,12.0
assess,5.0,3.0,8.0
assesst,0.0,1.0,1.0
assia,1.0,0.0,1.0
assidn,0.0,1.0,1.0
assidu,0.0,2.0,2.0
assign,31.0,37.0,68.0
assimil,2.0,2.0,4.0
assin,1.0,0.0,1.0
assing,0.0,1.0,1.0
assist,12.0,25.0,37.0
assmembl,1.0,0.0,1.0
associ,37.0,44.0,81.0
